Id,Categoria,Letra,Palavra
379,Séries,D,Dark
380,Séries,D,Dexter
381,Séries,D,Downton Abbey
382,Séries,E,Euphoria
383,Séries,E,Elite
384,Séries,E,Empire
385,Séries,F,Friends
386,Séries,F,Fargo
387,Séries,F,Family Guy
388,Séries,G,Game of Thrones
389,Séries,G,Grey's Anatomy
390,Séries,G,Gilmore Girls
391,Séries,G,Gambito da Rainha
392,Séries,H,House
393,Séries,H,How I Met Your Mother
394,Séries,H,Heroes
395,Séries,I,InuYasha
396,Séries,J,Jujutsu Kaisen
397,Séries,K,Kingdom
398,Séries,L,Lost
399,Séries,L,Luther
400,Séries,L,La Casa de Papel
401,Séries,M,Merlí
402,Séries,M,Modern Family
403,Séries,M,Manifest
404,Séries,N,Narcos
405,Séries,N,NCIS
406,Séries,N,Normal People
407,Séries,O,Outlander
408,Séries,O,Orange Is the New Black
409,Séries,O,One Piece
410,Séries,P,Prison Break
411,Séries,P,Peaky Blinders
412,Séries,Q,Quantico
413,Séries,R,Round 6
414,Séries,R,Riverdale
415,Séries,R,Ray Donovan
416,Séries,S,Stranger Things
417,Séries,S,Supernatural
418,Séries,S,Sherlock
419,Séries,S,Suits
420,Séries,T,The Office
421,Séries,T,True Detective
422,Séries,T,Titans
423,Séries,U,Umbrella Academy
424,Séries,V,Vikings
425,Séries,V,Vis a Vis
426,Séries,W,Westworld
427,Séries,W,Wandinha
428,Séries,X,X-Files
429,Séries,Y,You
430,Séries,Z,Z Nation
431,Personagem Fictício,A,Aladdin
432,Personagem Fictício,A,Ariel
433,Personagem Fictício,A,Aquaman
434,Personagem Fictício,A,Alice
435,Personagem Fictício,A,Anakin
436,Personagem Fictício,B,Batman
437,Personagem Fictício,B,Bela
438,Personagem Fictício,B,Buzz Lightyear
439,Personagem Fictício,B,Bob Esponja
440,Personagem Fictício,B,Branca de Neve
441,Personagem Fictício,C,Chapeuzinho Vermelho
442,Personagem Fictício,C,Capitão América
443,Personagem Fictício,C,Coringa
444,Personagem Fictício,C,Cinderela
445,Personagem Fictício,C,Chaves
446,Personagem Fictício,D,Darth Vader
447,Personagem Fictício,D,Dumbo
448,Personagem Fictício,D,Donald
449,Personagem Fictício,D,Drácula
450,Personagem Fictício,D,Doraemon
451,Personagem Fictício,E,Elsa
452,Personagem Fictício,E,Eduardo Mãos de Tesoura
453,Personagem Fictício,E,Elmo
454,Personagem Fictício,F,Flash
455,Personagem Fictício,F,Fiona
456,Personagem Fictício,F,Frankenstein
457,Personagem Fictício,F,Fred Flintstone
458,Personagem Fictício,G,Gandalf
459,Personagem Fictício,G,Goku
460,Personagem Fictício,G,Gato de Botas
461,Personagem Fictício,G,Grinch
462,Personagem Fictício,G,Groot
463,Personagem Fictício,H,Homem-Aranha
464,Personagem Fictício,H,Harry Potter
465,Personagem Fictício,H,Hulk
466,Personagem Fictício,H,Homer Simpson
467,Personagem Fictício,H,Hermione
468,Personagem Fictício,I,Indiana Jones
469,Personagem Fictício,J,Jasmine
470,Personagem Fictício,J,Jack Sparrow
471,Personagem Fictício,J,Jerry
472,Personagem Fictício,K,Kratos
473,Personagem Fictício,L,Lex Luthor
474,Personagem Fictício,L,Luke Skywalker
475,Personagem Fictício,L,Lilo
476,Personagem Fictício,M,Mickey Mouse
477,Personagem Fictício,M,Mulan
478,Personagem Fictício,M,Minnie
479,Personagem Fictício,M,Mario
480,Personagem Fictício,M,Malévola
481,Personagem Fictício,N,Nemo
482,Personagem Fictício,N,Naruto
483,Personagem Fictício,N,Neo
484,Personagem Fictício,O,Olaf
485,Personagem Fictício,O,Oliver Twist
486,Personagem Fictício,P,Pinóquio
487,Personagem Fictício,P,Pernalonga
488,Personagem Fictício,P,Peter Pan
489,Personagem Fictício,P,Popeye
490,Personagem Fictício,P,Pikachu
491,Personagem Fictício,Q,Quico
492,Personagem Fictício,R,Rapunzel
493,Personagem Fictício,R,Robin Hood
494,Personagem Fictício,R,Rocket Raccoon
495,Personagem Fictício,R,Rex
496,Personagem Fictício,S,Shrek
497,Personagem Fictício,S,Superman
498,Personagem Fictício,S,Simba
499,Personagem Fictício,S,Sherlock Holmes
500,Personagem Fictício,S,Scooby-Doo
501,Personagem Fictício,T,Thor
502,Personagem Fictício,T,Tarzan
503,Personagem Fictício,T,Tom
504,Personagem Fictício,T,Thanos
505,Personagem Fictício,T,Tinker Bell
506,Personagem Fictício,U,Ursinho Pooh
507,Personagem Fictício,V,Voldemort
508,Personagem Fictício,W,Wolverine
509,Personagem Fictício,W,Woody
510,Personagem Fictício,X,Xena
511,Personagem Fictício,Z,Zorro
512,Personagem Fictício,Z,Zangado
513,Cor,A,Amarelo
514,Cor,A,Azul
515,Cor,A,Âmbar
516,Cor,A,Anil
517,Cor,B,Bege
518,Cor,B,Branco
519,Cor,B,Bordô
520,Cor,B,Bronze
521,Cor,C,Cinza
522,Cor,C,Ciano
523,Cor,C,Coral
524,Cor,C,Creme
525,Cor,C,Carmim
526,Cor,D,Dourado
527,Cor,E,Esmeralda
528,Cor,F,Fúcsia
529,Cor,G,Grafite
530,Cor,I,Índigo
531,Cor,L,Lilás
532,Cor,L,Laranja
533,Cor,M,Magenta
534,Cor,M,Marrom
535,Cor,M,Musgo
536,Cor,N,Negro
537,Cor,N,Nude
538,Cor,O,Ocre
539,Cor,O,Off-white
540,Cor,P,Púrpura
541,Cor,P,Prata
542,Cor,P,Pink
543,Cor,P,Preto
544,Cor,R,Rosa
545,Cor,R,Roxo
546,Cor,R,Rubi
547,Cor,S,Salmão
548,Cor,T,Turquesa
549,Cor,T,Tijolo
550,Cor,T,Terracota
551,Cor,V,Verde
552,Cor,V,Vermelho
553,Cor,V,Violeta
554,Cor,V,Vinho
555,Objeto,A,Abajur
556,Objeto,A,Almofada
557,Objeto,A,Agenda
558,Objeto,A,Armário
559,Objeto,A,Alicate
560,Objeto,B,Bola
561,Objeto,B,Balde
562,Objeto,B,Banco
563,Objeto,B,Bússola
564,Objeto,B,Berço
565,Objeto,C,Caneta
566,Objeto,C,Cadeira
567,Objeto,C,Cesto
568,Objeto,C,Chave
569,Objeto,C,Copo
570,Objeto,D,Diário
571,Objeto,D,Despertador
572,Objeto,D,Diadema
573,Objeto,D,Divã
574,Objeto,E,Escada
575,Objeto,E,Espelho
576,Objeto,E,Extintor
577,Objeto,E,Estojo
578,Objeto,E,Envelope
579,Objeto,F,Faca
580,Objeto,F,Ferro
581,Objeto,F,Frasco
582,Objeto,F,Furadeira
583,Objeto,F,Fio
584,Objeto,G,Garfo
585,Objeto,G,Guarda-chuva
586,Objeto,G,Grampo
587,Objeto,H,Headphone
588,Objeto,H,Harpa
589,Objeto,I,Isqueiro
590,Objeto,I,Ímã
591,Objeto,I,Impressora
592,Objeto,J,Jarro
593,Objeto,J,Joystick
594,Objeto,J,Jaula
595,Objeto,K,Kit
596,Objeto,L,Lâmpada
597,Objeto,L,Livro
598,Objeto,L,Lupa
599,Objeto,L,Lousa
600,Objeto,L,Luminária
601,Objeto,M,Mesa
602,Objeto,M,Martelo
603,Objeto,M,Mochila
604,Objeto,M,Moeda
605,Objeto,M,Máscara
606,Objeto,N,Navalha
607,Objeto,N,Necessaire
608,Objeto,O,Óculos
609,Objeto,O,Organizador
610,Objeto,P,Panela
611,Objeto,P,Pincel
612,Objeto,P,Prego
613,Objeto,P,Pote
614,Objeto,P,Prancheta
615,Objeto,Q,Quadro
616,Objeto,Q,Quepe
617,Objeto,R,Régua
618,Objeto,R,Relógio
619,Objeto,R,Rádio
620,Objeto,S,Sofá
621,Objeto,S,Sino
622,Objeto,S,Serrote
623,Objeto,S,Suporte
624,Objeto,T,Tesoura
625,Objeto,T,Tapete
626,Objeto,T,Termômetro
627,Objeto,T,Tacho
628,Objeto,U,Urna
629,Objeto,U,Utensílio
630,Objeto,V,Vaso
631,Objeto,V,Vela
632,Objeto,V,Ventilador
633,Objeto,W,Walkie-talkie
634,Objeto,X,Xícara
635,Objeto,Z,Zíper
636,Nome Masculino,A,André
637,Nome Masculino,A,Antônio
638,Nome Masculino,A,Arthur
639,Nome Masculino,A,Alexandre
640,Nome Masculino,A,Augusto
641,Nome Masculino,B,Bruno
642,Nome Masculino,B,Breno
643,Nome Masculino,B,Bernardo
644,Nome Masculino,B,Benício
645,Nome Masculino,B,Baltazar
646,Nome Masculino,C,Carlos
647,Nome Masculino,C,Cauã
648,Nome Masculino,C,Caio
649,Nome Masculino,C,César
650,Nome Masculino,C,Cristiano
651,Nome Masculino,D,Daniel
652,Nome Masculino,D,Diego
653,Nome Masculino,D,Davi
654,Nome Masculino,D,Diogo
655,Nome Masculino,D,Douglas
656,Nome Masculino,E,Eduardo
657,Nome Masculino,E,Enzo
658,Nome Masculino,E,Emanuel
659,Nome Masculino,E,Elias
660,Nome Masculino,E,Erick
661,Nome Masculino,F,Felipe
662,Nome Masculino,F,Fábio
663,Nome Masculino,F,Francisco
664,Nome Masculino,F,Fernando
665,Nome Masculino,F,Félix
666,Nome Masculino,G,Gabriel
667,Nome Masculino,G,Gustavo
668,Nome Masculino,G,Guilherme
669,Nome Masculino,G,Geraldo
670,Nome Masculino,G,Gilberto
671,Nome Masculino,H,Henrique
672,Nome Masculino,H,Heitor
673,Nome Masculino,H,Hugo
674,Nome Masculino,H,Higor
675,Nome Masculino,H,Haroldo
676,Nome Masculino,I,Igor
677,Nome Masculino,I,Ivan
678,Nome Masculino,I,Iago
679,Nome Masculino,I,Ícaro
680,Nome Masculino,I,Isaac
681,Nome Masculino,J,João
682,Nome Masculino,J,José
683,Nome Masculino,J,Jonas
684,Nome Masculino,J,Júlio
685,Nome Masculino,J,Jorge
686,Nome Masculino,K,Kauã
687,Nome Masculino,K,Kevin
688,Nome Masculino,K,Kaique
689,Nome Masculino,L,Lucas
690,Nome Masculino,L,Leonardo
691,Nome Masculino,L,Luiz
692,Nome Masculino,L,Leandro
693,Nome Masculino,L,Lorenzo
694,Nome Masculino,M,Marcelo
695,Nome Masculino,M,Mateus
696,Nome Masculino,M,Miguel
697,Nome Masculino,M,Marcos
698,Nome Masculino,M,Murilo
699,Nome Masculino,N,Nicolas
700,Nome Masculino,N,Norberto
701,Nome Masculino,N,Nelson
702,Nome Masculino,N,Nathan
703,Nome Masculino,N,Noah
704,Nome Masculino,O,Otávio
705,Nome Masculino,O,Otto
706,Nome Masculino,O,Oscar
707,Nome Masculino,P,Paulo
708,Nome Masculino,P,Pedro
709,Nome Masculino,P,Patrick
710,Nome Masculino,P,Pietro
711,Nome Masculino,R,Rafael
712,Nome Masculino,R,Ricardo
713,Nome Masculino,R,Rodrigo
714,Nome Masculino,R,Renato
715,Nome Masculino,R,Roberto
716,Nome Masculino,S,Samuel
717,Nome Masculino,S,Sérgio
718,Nome Masculino,S,Sebastião
719,Nome Masculino,S,Simão
720,Nome Masculino,S,Silas
721,Nome Masculino,T,Thiago
722,Nome Masculino,T,Tomás
723,Nome Masculino,T,Théo
724,Nome Masculino,T,Tobias
725,Nome Masculino,U,Ubirajara
726,Nome Masculino,U,Ulisses
727,Nome Masculino,V,Vitor
728,Nome Masculino,V,Valentim
729,Nome Masculino,V,Vicente
730,Nome Masculino,V,Vinícius
731,Nome Masculino,W,Wagner
732,Nome Masculino,W,Wesley
733,Nome Masculino,W,Washington
734,Nome Masculino,X,Xavier
735,Nome Masculino,Y,Yuri
736,Nome Masculino,Y,Yago
737,Nome Masculino,Z,Zeca
738,Nome Masculino,Z,Zacarias
739,Nome Feminino,A,Ana
740,Nome Feminino,A,Alice
741,Nome Feminino,A,Amanda
742,Nome Feminino,A,Aline
743,Nome Feminino,A,Adriana
744,Nome Feminino,B,Beatriz
745,Nome Feminino,B,Bianca
746,Nome Feminino,B,Bárbara
747,Nome Feminino,B,Bruna
748,Nome Feminino,B,Bibiana
749,Nome Feminino,C,Camila
750,Nome Feminino,C,Clara
751,Nome Feminino,C,Carla
752,Nome Feminino,C,Cecília
753,Nome Feminino,C,Carolina
754,Nome Feminino,D,Diana
755,Nome Feminino,D,Débora
756,Nome Feminino,D,Daniela
757,Nome Feminino,D,Denise
758,Nome Feminino,D,Dandara
759,Nome Feminino,E,Elisa
760,Nome Feminino,E,Eliane
761,Nome Feminino,E,Elena
762,Nome Feminino,E,Emília
763,Nome Feminino,E,Esther
764,Nome Feminino,F,Fernanda
765,Nome Feminino,F,Flávia
766,Nome Feminino,F,Fabiana
767,Nome Feminino,F,Fabíola
768,Nome Feminino,F,Franciele
769,Nome Feminino,G,Giovana
770,Nome Feminino,G,Gisele
771,Nome Feminino,G,Gabriela
772,Nome Feminino,G,Geovana
773,Nome Feminino,G,Graziela
774,Nome Feminino,H,Helena
775,Nome Feminino,H,Heloísa
776,Nome Feminino,H,Hortência
777,Nome Feminino,I,Isabela
778,Nome Feminino,I,Ingrid
779,Nome Feminino,I,Isadora
780,Nome Feminino,I,Ivana
781,Nome Feminino,I,Íris
782,Nome Feminino,J,Juliana
783,Nome Feminino,J,Julia
784,Nome Feminino,J,Jéssica
785,Nome Feminino,J,Joana
786,Nome Feminino,J,Jaqueline
787,Nome Feminino,K,Kelly
788,Nome Feminino,K,Karina
789,Nome Feminino,K,Karen
790,Nome Feminino,L,Larissa
791,Nome Feminino,L,Laura
792,Nome Feminino,L,Luana
793,Nome Feminino,L,Letícia
794,Nome Feminino,L,Lorena
795,Nome Feminino,M,Maria
796,Nome Feminino,M,Marina
797,Nome Feminino,M,Mariana
798,Nome Feminino,M,Manuela
799,Nome Feminino,M,Melissa
800,Nome Feminino,N,Natália
801,Nome Feminino,N,Núbia
802,Nome Feminino,N,Nicole
803,Nome Feminino,N,Nathalia
804,Nome Feminino,N,Naiara
805,Nome Feminino,O,Olívia
806,Nome Feminino,O,Olga
807,Nome Feminino,P,Patrícia
808,Nome Feminino,P,Priscila
809,Nome Feminino,P,Paula
810,Nome Feminino,P,Pietra
811,Nome Feminino,R,Renata
812,Nome Feminino,R,Rita
813,Nome Feminino,R,Raquel
814,Nome Feminino,R,Rebeca
815,Nome Feminino,R,Roberta
816,Nome Feminino,S,Sofia
817,Nome Feminino,S,Simone
818,Nome Feminino,S,Sabrina
819,Nome Feminino,S,Samanta
820,Nome Feminino,S,Sandra
821,Nome Feminino,T,Tatiane
822,Nome Feminino,T,Talita
823,Nome Feminino,T,Tainá
824,Nome Feminino,V,Vanessa
825,Nome Feminino,V,Valentina
826,Nome Feminino,V,Vitória
827,Nome Feminino,V,Viviane
828,Nome Feminino,X,Xênia
829,Nome Feminino,Y,Yasmin
830,Nome Feminino,Y,Yara
831,Nome Feminino,Z,Zilda
832,Nome Feminino,Z,Zoraide
833,País,A,Argentina
834,País,A,Alemanha
835,País,A,Austrália
836,País,A,Angola
837,País,A,Áustria
838,País,B,Brasil
839,País,B,Bélgica
840,País,B,Bolívia
841,País,B,Bulgária
842,País,C,Canadá
843,País,C,Chile
844,País,C,China
845,País,C,Colômbia
846,País,C,Cuba
847,País,D,Dinamarca
848,País,E,Egito
849,País,E,Espanha
850,País,E,Equador
851,País,E,Estônia
852,País,F,França
853,País,F,Finlândia
854,País,G,Grécia
855,País,G,Guatemala
856,País,H,Holanda
857,País,H,Honduras
858,País,H,Hungria
859,País,I,Itália
860,País,I,Índia
861,País,I,Irã
862,País,I,Irlanda
863,País,I,Israel
864,País,J,Japão
865,País,J,Jamaica
866,País,K,Kuwait
867,País,L,Líbano
868,País,M,México
869,País,M,Marrocos
870,País,M,Moçambique
871,País,N,Noruega
872,País,N,Nicarágua
873,País,O,Omã
874,País,P,Portugal
875,País,P,Paraguai
876,País,P,Peru
877,País,P,Panamá
878,País,P,Polônia
879,País,Q,Quênia
880,País,R,Rússia
881,País,R,Romênia
882,País,S,Suíça
883,País,S,Suécia
884,País,S,Senegal
885,País,T,Turquia
886,País,T,Tailândia
887,País,T,Tunísia
888,País,U,Uruguai
889,País,U,Ucrânia
890,País,V,Venezuela
891,País,V,Vietnã
892,País,Z,Zâmbia
893,País,Z,Zimbábue
894,Animal,A,Águia
895,Animal,A,Abelha
896,Animal,A,Aranha
897,Animal,A,Ariranha
898,Animal,A,Anta
899,Animal,B,Baleia
900,Animal,B,Boi
901,Animal,B,Borboleta
902,Animal,B,Búfalo
903,Animal,B,Beija-flor
904,Animal,C,Cachorro
905,Animal,C,Cavalo
906,Animal,C,Coelho
907,Animal,C,Cobra
908,Animal,C,Coruja
909,Animal,D,Dromedário
910,Animal,D,Delfim
911,Animal,E,Elefante
912,Animal,E,Esquilo
913,Animal,E,Escorpião
914,Animal,F,Foca
915,Animal,F,Flamingo
916,Animal,F,Formiga
917,Animal,G,Gato
918,Animal,G,Girafa
919,Animal,G,Golfinho
920,Animal,G,Gorila
921,Animal,G,Galinha
922,Animal,H,Hipopótamo
923,Animal,H,Hiena
924,Animal,I,Iguana
925,Animal,I,Irara
926,Animal,J,Jacaré
927,Animal,J,Javali
928,Animal,J,Jaguatirica
929,Animal,K,Koala
930,Animal,L,Leão
931,Animal,L,Lobo
932,Animal,L,Lagarto
933,Animal,L,Lebre
934,Animal,L,Leopardo
935,Animal,M,Macaco
